Filename,Codec,Param,Ratio,Comp_Time,Decomp_Time,Vol_RRMSE,Vol_PSNR,Vol_SSIM,Vol_LPIPS,RSOS_RRMSE,RSOS_PSNR,RSOS_SSIM,RSOS_LPIPS
fs_0095_1_5T.h5,h264,42,3570.4654065750506,167.9764323234558,76.16756391525269,0.364988227490743,48.073494972635054,0.9372021066708391,0.006080184651001328,0.25502529328229834,35.4394785563151,0.7908144962219965,0.010608259943269548
fs_0095_1_5T.h5,h264,48,3823.1094959329357,167.73681020736694,74.41791248321533,0.4205885510565295,46.73126260239203,0.9306947720818827,0.006755744527075805,0.2629960996273233,35.17221178327288,0.8828693230946859,0.011945924233822595
fs_0095_1_5T.h5,h265,23,36.91927318364042,281.857430934906,119.78555417060852,0.1756694707716404,53.99960404083508,0.9749842999028224,0.001965603973708019,0.08811502582511456,44.672733306884766,0.9642814568110875,0.0013788183485823019
fs_0095_1_5T.h5,h265,29,106.10223193743123,242.63744378089905,110.03708529472351,0.23635493920490497,51.075785757112904,0.9548784970235424,0.0032848135582223556,0.14465026447296642,40.367521558489116,0.8930038270496187,0.0033814778462761923
fs_0095_1_5T.h5,h265,36,852.4233157166545,205.42048811912537,96.45021510124207,0.30932888171108763,49.013212668795546,0.9335374039094321,0.0049069238303578785,0.22981386930707517,36.3456050327846,0.725645973568871,0.007240038010336104
fs_0095_1_5T.h5,h265,42,1865.365544019722,198.90536046028137,85.47613024711609,0.3697213918044417,47.82264463707846,0.9229690946784674,0.005927216583805508,0.28227550719544603,34.55790183657692,0.6472055315971375,0.010436137517293295
fs_0095_1_5T.h5,h265,48,1942.7574286104732,200.78575563430786,80.68603777885437,0.4202704802314742,46.61492864357657,0.9250157981359658,0.006690139770090413,0.3101377097714297,33.740403129940944,0.7304895435060773,0.012099770562989371
fs_0069_1_5T.h5,jpeg,20,146.07279631453642,25.345674514770508,12.086050987243652,0.2140032995020001,48.978260396321616,0.9651387577586704,0.0045909496489912275,0.15003990541866816,38.76905420939128,0.9263450113932291,0.0046981598436832426
fs_0069_1_5T.h5,jpeg,35,105.03382080863204,25.26397728919983,12.347678661346436,0.17032074952946913,50.55201056586372,0.9801790852016873,0.0036575457531337935,0.11765768398586307,40.880385080973305,0.9593715898195903,0.003526429658134778
fs_0069_1_5T.h5,jpeg,50,82.01509291841263,25.403757333755493,12.241827964782715,0.15189937653926658,51.40029268052843,0.9843609595298767,0.0031190774434556564,0.1057464579723089,41.8076811726888,0.9557625389099121,0.0028763192892074583
fs_0069_1_5T.h5,jpeg,65,62.35956340362971,25.211095333099365,12.377800226211548,0.13777583111448563,52.20472786797418,0.9863820894559224,0.0025866765345239806,0.09260814010075355,42.959620005289715,0.961872152487437,0.00229627879957358
fs_0069_1_5T.h5,jpeg,80,40.15713937562982,25.02900791168213,12.662937641143799,0.11694566601054321,53.62196082221137,0.9902951372994317,0.0018016225377666868,0.07211996007325286,45.13183771769206,0.9734610247612,0.001494523398578167
fs_0069_1_5T.h5,jpeg2000,20,41.06209783968942,197.37727522850037,34.47151970863342,0.08194108710423341,55.92629635281033,0.9915384697914124,0.0010187752591446042,0.04063414642683105,50.114677073160806,0.960465227762858,0.0004495323014756044
fs_0069_1_5T.h5,jpeg2000,35,72.07134626393604,195.78548574447632,30.06294870376587,0.10234526106362973,54.010860714382595,0.9824631603558859,0.0021230428531352017,0.06318883174598217,46.27966939290365,0.9103486283620199,0.0008175631053745746
fs_0069_1_5T.h5,jpeg2000,50,102.70536813524322,196.93699431419373,28.500646829605103,0.11416575564429017,53.07604404025608,0.977433803876241,0.00284587443081869,0.07516965001143087,44.77164566040039,0.8818142096201579,0.0012788864970207214
